Open time,Close,Volume,Return,Risk,RSI,ADX,MOM,HL,HO,LO,buy_pressure_ratio,trades_per_volume,slope,MA_14,F_G_Extreme Fear,F_G_Extreme Greed,F_G_Fear,F_G_Greed,F_G_Neutral,MA_7
2022-01-12,3371.26,370465.8015,0.03979965540945987,0.036876632943810224,41.18140176165093,40.92148232114169,-258.92999999999984,205.23000000000002,171.69999999999982,-33.5300000000002,0.5235044038996338,0.0006012828155583511,-55.805956043956165,3471.683571428571,True,False,False,False,False,3218.9471428571424
2022-01-13,3240.61,336234.8799,-0.03952497803790752,0.037069848989491415,37.80070417691299,40.63534222683155,-468.65999999999985,176.57000000000016,38.40000000000009,-138.17000000000007,0.47697867503287056,0.000597052599253373,-54.57553846153873,3438.2078571428574,True,False,False,False,False,3195.2042857142856
2022-01-14,3307.42,285326.3505,0.02040684557339173,0.03793265248436507,40.491026990642624,40.53217464846021,-368.80999999999995,154.78999999999996,102.17999999999984,-52.61000000000013,0.48732941760852055,0.0006142983161722249,-50.46545054945071,3411.8642857142854,True,False,False,False,False,3210.6585714285716
2022-01-15,3326.04,203100.3778,0.005613977894932952,0.037064372271670545,41.25367218700779,40.19702411255571,-439.5,110.63999999999987,64.2199999999998,-46.42000000000007,0.4802287859846443,0.0006580239475441667,-41.25793406593419,3380.4714285714285,True,False,False,False,False,3245.6714285714284
2022-01-16,3346.88,210782.2277,0.006246161427139561,0.036622083513773974,42.14731977810386,39.69803778497193,-481.3899999999999,123.98000000000002,67.08999999999969,-56.89000000000033,0.4998224827088104,0.0007056952378604627,-27.455098901098925,3346.0864285714283,True,False,False,False,False,3273.5157142857142
2022-01-17,3209.67,284063.6548,-0.04186044046482609,0.03760448367448597,38.04392232964298,39.7533197325418,-556.2199999999998,216.47000000000025,10.680000000000291,-205.78999999999996,0.48830837029313784,0.0007006730633600398,-17.513032967033038,3306.3564285714288,True,False,False,False,False,3291.6571428571433
2022-01-18,3159.85,299134.2728,-0.015643570001207946,0.037311556555993795,36.648726553897625,40.02187331326065,-625.2600000000002,161.8699999999999,34.190000000000055,-127.67999999999984,0.49447495588180207,0.0006144194067523878,-5.915846153846314,3261.695,True,False,False,False,False,3280.247142857143
2022-01-19,3084.02,332996.5703,-0.02429061735337126,0.03419010644371868,34.57056927081196,40.5573927180286,-456.6100000000001,174.8699999999999,15.019999999999982,-159.8499999999999,0.4998925844385423,0.0006253398445972325,-1.7966153846155382,3229.0799999999995,True,False,False,False,False,3239.2128571428575
2022-01-20,3001.48,357596.7062,-0.027128440411799574,0.03358527435767913,32.41587635411547,40.169182948785085,-405.3299999999999,286.2199999999998,189.3499999999999,-96.86999999999989,0.49911111832321076,0.0006390731102988674,-2.440241758241937,3200.127857142857,True,False,False,False,False,3205.0514285714285
2022-01-21,2568.15,1022021.70024,-0.15591970501576202,0.0501691978962451,23.969408327961332,41.4271846658184,-631.0899999999997,631.1199999999999,32.63999999999987,-598.48,0.4825929897899398,0.0006093144353521003,-20.526021978022126,3155.05,True,False,False,False,False,3099.441428571429
2022-01-22,2412.18,1081357.54893,-0.06265489239063485,0.05143918491425405,21.770565974700204,42.782884552202844,-668.77,326.0,58.5300000000002,-267.4699999999998,0.48778160855163444,0.0007519701975234588,-44.19373626373642,3107.280714285714,True,False,False,False,False,2968.8900000000003
2022-01-23,2539.01,580497.7613,0.05124333832710833,0.053666517459054854,27.587770119448777,44.04174873241696,-612.9599999999996,185.98000000000002,144.60000000000036,-41.379999999999654,0.5187240471957397,0.0007359486396320191,-58.95676923076942,3063.4978571428574,True,False,False,False,False,2853.48
2022-01-24,2439.29,1123134.70389,-0.040067227918663954,0.05405032337899155,25.953637455059223,45.57598277801968,-643.3899999999999,380.75,0.75,-380.0,0.49542755670056177,0.0007130770157950836,-76.15890109890118,3017.5414285714287,True,False,False,False,False,2743.425714285714
2022-01-25,2458.83,510152.954,0.007978613695370262,0.05118173616337817,26.867764451533617,47.00062867750791,-780.8899999999999,157.59000000000015,66.99000000000024,-90.59999999999991,0.5117040174939635,0.0007650176803120786,-84.79751648351666,2961.7635714285716,True,False,False,False,False,2643.2799999999997
2022-01-26,2462.99,806441.62289,0.0016904319908573088,0.048728454412836776,27.074177712624504,46.76013601067991,-908.2700000000004,319.9699999999998,262.96000000000004,-57.00999999999976,0.5027382207159425,0.0006727492349026203,-85.5483076923078,2896.887142857143,True,False,False,False,False,2554.5614285714287
2022-01-27,2424.25,599481.7159,-0.01585386083831807,0.04849950322933656,26.32890951882419,46.752417226194495,-816.3600000000001,204.57000000000016,58.0,-146.57000000000016,0.5147348041010004,0.0007104117398288195,-87.72070329670345,2838.575714285714,True,False,False,False,False,2472.1
2022-01-28,2544.99,485149.8065,0.04860452251916326,0.05086705456010962,32.55982997098475,46.48391166067555,-762.4300000000003,201.0999999999999,134.96000000000004,-66.13999999999987,0.5031018952308118,0.0007471674993730592,-80.65246153846174,2784.1164285714285,True,False,False,False,False,2468.7914285714282
2022-01-29,2601.43,376666.8246,0.02193457311118982,0.05164857644013718,35.313970644102625,45.70255434168833,-724.6100000000001,116.64999999999964,91.67000000000007,-24.979999999999563,0.5223609127417628,0.0006785971675339927,-68.0064615384616,2732.3585714285714,True,False,False,False,False,2495.827142857143
2022-01-30,2601.68,290770.0859,9.609637320470698e-05,0.05145639530581959,35.32656949822346,44.95371234300216,-745.2000000000003,97.5,38.570000000000164,-58.929999999999836,0.5057291948265643,0.0007476135352846933,-51.48118681318696,2679.13,False,False,True,False,False,2504.7799999999997
2022-01-31,2686.94,444584.851,0.03224560944220077,0.05261073314128444,39.64405243104461,43.78267425387778,-522.73,230.69999999999982,105.09999999999991,-125.59999999999991,0.5108981690585591,0.0007059377209306466,-33.76771428571444,2641.7921428571426,True,False,False,False,False,2540.1585714285716
2022-02-01,2787.23,390034.27362,0.036645271460084596,0.05421701150318737,44.35019784777093,41.98069865902097,-372.6199999999999,139.48000000000002,126.05999999999995,-13.420000000000073,0.5111520556075563,0.0007349693160351841,-12.533516483516639,2615.1764285714285,False,False,True,False,False,2587.0728571428567
2022-02-02,2680.67,447852.1228,-0.038981507830389076,0.05467671944813165,40.717358985943086,40.57369721212105,-403.3499999999999,198.1600000000003,23.40000000000009,-174.76000000000022,0.5042200708801853,0.000674252296543578,4.794109890109759,2586.3657142857146,False,False,True,False,False,2618.1699999999996
2022-02-03,2695.46,405043.3931,0.005502112974112725,0.0545863641701012,41.43441275195683,39.42745823899429,-306.02,150.5899999999997,46.38999999999987,-104.19999999999982,0.5131012561698395,0.000679326830396484,21.596175824175752,2564.5071428571428,True,False,False,False,False,2656.9142857142856
2022-02-04,2994.99,664002.9328,0.10537201641158946,0.04355847083926977,53.65927196790308,36.71441703574679,426.8399999999997,323.5999999999999,299.78999999999996,-23.809999999999945,0.5094342780531482,0.0006536407387162419,34.01578021978007,2594.995714285714,True,False,False,False,False,2721.2
2022-02-05,3012.65,356803.3071,0.005879197444611901,0.03816311928816211,54.26542332753738,34.32523583592938,600.4700000000003,102.45999999999958,65.48000000000002,-36.97999999999956,0.5167204131974649,0.0006801868298389377,39.92186813186811,2637.8864285714285,False,False,True,False,False,2779.945714285714
2022-02-06,3054.99,249394.5966,0.013956229187492217,0.03678123439298033,55.75953397992041,32.18028316098727,515.9799999999996,124.34999999999991,61.92000000000007,-62.429999999999836,0.5034272966866522,0.000696407356330212,48.57945054945041,2674.742142857143,False,False,True,False,False,2844.7042857142856
2022-02-07,3139.77,455070.2529,0.02737322953394406,0.03353968154780884,58.67105330790711,30.7569746216876,700.48,194.19999999999982,131.0,-63.19999999999982,0.5201778751109776,0.0006372614222266422,54.10380219780216,2724.776428571429,False,False,True,False,False,2909.3942857142856
2022-02-08,3116.69,514773.5837,-0.007378007594245728,0.03413950375769596,57.56046937346185,29.66281903288279,657.8600000000001,207.65999999999985,93.09999999999991,-114.55999999999995,0.5020786282903767,0.0005683588836607152,56.5338681318681,2771.766428571428,False,False,False,False,True,2956.46
2022-02-09,3243.94,370267.8913,0.0400170991623015,0.034359031196582894,61.84839269759855,28.826810199390046,780.9500000000003,214.69999999999982,153.00999999999976,-61.690000000000055,0.5408030033800868,0.0006300036123762889,59.845098901098716,2827.5485714285714,False,False,False,False,True,3036.9271428571424
2022-02-10,3072.49,578212.8383,-0.05430033262362314,0.038681463350735676,53.940579074133794,28.12094243249021,648.2399999999998,226.92000000000007,40.059999999999945,-186.86000000000013,0.5095599504591959,0.0005648173864098254,53.547868131867965,2873.8514285714286,False,False,False,False,True,3090.7885714285717
2022-02-11,2927.54,462025.8751,-0.04832582784232588,0.041169927149776755,48.316065349335055,26.263546137327634,382.5500000000002,259.6199999999999,66.25999999999976,-193.36000000000013,0.4882511401466915,0.0006500883286361136,44.240241758241616,2901.1764285714285,False,False,False,False,True,3081.152857142857
2022-02-12,2918.88,336250.3131,-0.002962498874057581,0.04115258776169387,47.99407610272713,24.411654759247565,317.4500000000003,127.67999999999984,58.440000000000055,-69.23999999999978,0.4906530078500527,0.0006199267719691913,34.86430769230757,2923.851428571429,False,False,True,False,False,3067.7571428571428
2022-02-13,2871.13,242751.3547,-0.016494300553863334,0.041640622802870814,46.16714166546643,22.781602077303837,269.4500000000003,117.70000000000027,35.820000000000164,-81.88000000000011,0.49695311656534835,0.0006303198913372578,22.73694505494497,2943.0978571428573,False,False,True,False,False,3041.4914285714285
2022-02-14,2929.75,381778.238,0.0202114146526657,0.041202163819690885,48.74652429000749,21.195237399170956,242.80999999999995,135.95999999999958,93.82999999999993,-42.129999999999654,0.5089206986184115,0.0005488186655590324,13.910813186813051,2960.441428571429,False,False,True,False,False,3011.4885714285715
2022-02-15,3183.52,448971.754,0.08307040769222607,0.04548806235150228,58.1050802549175,21.012808726270144,396.28999999999996,284.1300000000001,266.44000000000005,-17.690000000000055,0.5302951343246223,0.0005762993467202068,14.574219780219677,2988.747857142857,False,False,True,False,False,3021.035714285714
2022-02-16,3122.3,319997.6244,-0.019417593123566165,0.044165537372872925,55.47354513812343,20.843410672862245,441.6300000000001,142.73999999999978,3.2399999999997817,-139.5,0.4857023607282283,0.0006339415402242941,8.233582417582435,3020.292857142857,False,False,False,False,True,3003.6585714285716
2022-02-17,2891.87,488693.2624,-0.07666655802966413,0.05001007235375227,46.86928100680253,19.366472195240927,196.40999999999985,308.4499999999998,37.690000000000055,-270.75999999999976,0.4784207687604681,0.0005728357733224068,-6.144417582417637,3034.322142857143,False,False,False,False,True,2977.855714285714
2022-02-18,2779.48,502977.4069,-0.0396394918488373,0.04200379359552639,43.338468114993766,18.552845435322354,-215.50999999999976,193.9699999999998,52.08999999999969,-141.8800000000001,0.496222972402914,0.0005198394272368176,-14.72228571428595,3018.9285714285716,False,False,True,False,False,2956.7042857142856
2022-02-19,2763.63,293838.0025,-0.005718826867157603,0.04187981450816877,42.84823166979249,18.09770572048212,-249.01999999999998,136.51000000000022,51.659999999999854,-84.85000000000036,0.4828319509503518,0.0005840066530430954,-22.2235164835167,3001.1414285714286,True,False,False,False,False,2934.5257142857145
2022-02-20,2621.99,386384.904,-0.05261146152787277,0.04317867088544905,38.64165252789223,18.270797614044234,-433.0,188.63999999999987,1.0099999999997635,-187.6300000000001,0.46565638182170915,0.0006020846374295871,-31.281186813187,2970.2128571428575,False,False,True,False,False,2898.934285714286
2022-02-21,2568.02,761838.9858,-0.020798397492321857,0.041789662242666385,37.145242725081076,18.51840804737393,-571.75,201.51000000000022,137.52000000000044,-63.98999999999978,0.49326692456192683,0.0005499872721279923,-37.18261538461557,2929.3735714285713,True,False,False,False,False,2847.258571428571
2022-02-22,2636.29,692639.4942,0.02623745180416111,0.043164670302555906,40.29493549588819,19.03023593889382,-480.4000000000001,165.73999999999978,97.70999999999958,-68.0300000000002,0.5067992870932043,0.0005862670929753342,-39.38116483516504,2895.059285714286,True,False,False,False,False,2769.082857142857
2022-02-23,2579.71,504470.1412,-0.021695636248493144,0.040518701201942,38.56990668921013,18.82346162958484,-664.23,177.72000000000025,117.26999999999998,-60.45000000000027,0.49324448209893784,0.0006228802153021623,-36.88958241758254,2847.6142857142854,True,False,False,False,False,2691.5699999999997
2022-02-24,2596.2,1395732.7753,0.006371847961708061,0.0393777556659783,39.384372555158116,19.856229943462775,-476.28999999999996,440.0,160.30000000000018,-279.6999999999998,0.5070469290750429,0.0005190712791339517,-36.65936263736277,2813.593571428572,True,False,False,False,False,2649.3314285714287
2022-02-25,2768.49,679394.1762,0.06425320773330942,0.04274671792842228,47.25323006904506,20.14435256112764,-159.05000000000018,263.25,238.70999999999958,-24.54000000000042,0.5311484973168857,0.0006059090175664871,-34.191560439560604,2802.2328571428575,False,False,True,False,False,2647.7614285714285
2022-02-26,2779.47,418485.2529,0.00395821683492336,0.04279949880624727,47.71902813508387,20.117728050577284,-139.4100000000003,150.5,109.94999999999982,-40.55000000000018,0.5168448535155907,0.0006684962397524584,-30.996417582417767,2792.275,False,False,True,False,False,2650.0242857142853
2022-02-27,2616.79,650198.7785,-0.0603118862715815,0.04534935899885249,41.82568913507752,20.801313104780878,-254.34000000000015,278.3499999999999,56.86000000000013,-221.48999999999978,0.48941428696592026,0.0006537066064483099,-33.41065934065945,2774.1078571428575,False,False,True,False,False,2649.281428571429
2022-02-28,2920.95,733794.4488,0.10996053006015137,0.05479477288348372,53.410960472882444,20.66721749949757,-8.800000000000182,382.98,334.80999999999995,-48.17000000000007,0.521472651766663,0.000600588033380608,-24.08410989010994,2773.4792857142857,True,False,False,False,False,2699.7
2022-03-01,2976.33,673901.6976,0.018782092086540015,0.04973878409920621,55.16184782044948,20.009672730412316,-207.19000000000005,183.8499999999999,117.11000000000013,-66.73999999999978,0.4996992070448007,0.0006238150379287472,-4.770549450549595,2758.6800000000003,False,False,False,False,True,2748.2771428571427
2022-03-02,2947.3,614623.7461,-0.009801500906561036,0.04958766516660045,54.01587419074384,19.362067654058908,-175.0,129.69999999999982,67.57999999999993,-62.11999999999989,0.5001724047387691,0.0005743239325728586,12.606065934065828,2746.18,False,False,False,False,True,2800.79
2022-03-03,2833.99,446192.2353,-0.03920388433278596,0.046271611564179284,49.67773491348418,19.38284678421329,-57.88000000000011,185.9699999999998,23.659999999999854,-162.30999999999995,0.4832202131110928,0.0006011528147340884,19.91789010989,2742.0457142857144,False,False,True,False,False,2834.7599999999998
2022-03-04,2622.1,556178.7588,-0.07771008924118722,0.04968198197941497,42.76160716928682,20.247769009454796,-157.3800000000001,263.1700000000001,2.1700000000000728,-261.0,0.4906076562105653,0.0006235290429875447,17.724967032967022,2730.804285714286,False,False,True,False,False,2813.847142857143
2022-03-05,2665.15,268730.3036,0.016284817772527285,0.049976164335745976,44.45362267560008,21.05091107575048,-98.48000000000002,95.73999999999978,63.00999999999976,-32.73000000000002,0.49262795350474453,0.000749362570499262,16.931296703296596,2723.77,True,False,False,False,False,2797.5157142857142
2022-03-06,2551.29,336487.9099,-0.043661227604156416,0.04934028609142052,41.00140366513873,22.002177108629546,-70.69999999999982,141.28999999999996,11.13000000000011,-130.15999999999985,0.4700188725504224,0.0006000756702092787,8.647912087911875,2718.72,True,False,False,False,False,2788.158571428571
2022-03-07,2491.12,620171.6787,-0.023866705063867934,0.04943715677847876,39.26599675412277,23.211935926038134,-76.90000000000009,204.0,97.69999999999982,-106.30000000000018,0.5024099357275355,0.0005524228408032044,-2.8230769230770316,2713.227142857143,True,False,False,False,False,2726.754285714286
2022-03-08,2575.97,561659.7421,0.03349375366749058,0.04979465890957876,42.934054257937646,24.33528339934611,-60.320000000000164,143.8499999999999,132.8800000000001,-10.9699999999998,0.5037191496780157,0.0005644056778793135,-9.281098901099016,2708.9185714285713,True,False,False,False,False,2669.56
2022-03-09,2726.98,562771.7403,0.05696860755825763,0.05175863805577883,48.854448619374715,24.1882994639745,147.26999999999998,208.1500000000001,199.8699999999999,-8.2800000000002,0.526984737737531,0.0005511165273132792,-13.024681318681443,2719.437857142857,True,False,False,False,False,2638.085714285714
2022-03-10,2606.7,559029.9377,-0.0451097162386842,0.05337798252000184,44.86212402570568,24.132906855256756,10.5,182.98000000000002,6.269999999999982,-176.71000000000004,0.47364579267071133,0.0005071489793892325,-20.308549450549528,2720.187857142857,False,False,True,False,False,2605.6157142857146
2022-03-11,2556.86,494583.6568,-0.0193051103831143,0.05025580409008571,43.283729030609976,24.21489471544036,-211.62999999999965,154.21000000000004,70.09000000000015,-84.11999999999989,0.5016517006854139,0.0005342501614157238,-23.38268131868135,2705.0714285714284,True,False,False,False,False,2596.2957142857144
2022-03-12,2568.8,219236.5711,0.0046589206451485956,0.050266489202728915,43.793916938243385,24.29102629989656,-210.66999999999962,63.40000000000009,59.929999999999836,-3.4700000000002547,0.522105228034462,0.0005767983910646455,-24.823450549450662,2690.023571428571,True,False,False,False,False,2582.531428571429
2022-03-13,2515.65,316942.1601,-0.020907644329557794,0.0480222368720454,41.983475404556664,24.671729968710167,-101.13999999999987,110.32000000000016,34.51999999999998,-75.80000000000018,0.46942481881901693,0.0005473831484789855,-32.2198461538462,2682.7992857142854,True,False,False,False,False,2577.4399999999996
2022-03-14,2589.41,386630.1912,0.028898831069852558,0.03700079520870378,45.35936894776179,24.96540190824478,-331.53999999999996,110.92999999999984,93.94000000000005,-16.98999999999978,0.5221022907510838,0.0006143563324841762,-27.036989010989025,2659.1178571428572,True,False,False,False,False,2591.4814285714283
2022-03-15,2617.73,461202.3014,0.010877479473803332,0.03660895868550888,46.64313059912603,24.669914964765063,-358.5999999999999,162.0,79.57999999999993,-82.42000000000007,0.5112582044568336,0.0005774137611846081,-17.76195604395617,2633.503571428571,True,False,False,False,False,2597.4471428571424
2022-03-16,2773.81,666224.7217,0.05791429638892648,0.04075745618166231,53.17298974115603,23.380656346047648,-173.49000000000024,184.6199999999999,170.26000000000022,-14.359999999999673,0.5085155723030959,0.0005886598191006421,-3.408263736263771,2621.111428571429,True,False,False,False,False,2604.137142857143
2022-03-17,2811.92,379312.541,0.013645697645398072,0.03971340140106773,54.63291532908288,21.813380751908117,-22.06999999999971,89.57999999999993,62.19999999999982,-27.38000000000011,0.5064410370096684,0.0005649478088573423,9.061384615384497,2619.535,False,False,True,False,False,2633.4542857142856
2022-03-18,2938.92,556535.7966,0.044174642881809834,0.034519270972469054,59.19815466625159,21.159271536901894,316.82000000000016,218.40999999999985,172.09000000000015,-46.31999999999971,0.5308454899419268,0.0004995788623114297,18.271230769230694,2642.165,True,False,False,False,False,2688.034285714286
2022-03-19,2950.84,325971.5398,0.004047708658660071,0.034452241089192925,59.6089870237567,20.57513634090441,285.69000000000005,96.83999999999969,48.85999999999967,-47.98000000000002,0.5143457322398038,0.0005788391247324669,27.848263736263544,2662.5714285714284,False,False,True,False,False,2742.611428571429
2022-03-20,2861.38,377608.8214,-0.030785849641907954,0.033134650058016024,55.123028744772206,19.435680080774553,310.09000000000015,146.96000000000004,13.320000000000164,-133.63999999999987,0.49615492635876507,0.0005984478206308791,29.85989010988999,2684.7207142857146,False,False,True,False,False,2792.0014285714283
2022-03-21,2890.03,450223.9073,0.009962856753148086,0.031824414208887826,56.25835075659143,18.377613553511114,398.9100000000003,130.76000000000022,99.18000000000029,-31.579999999999927,0.5143964973186215,0.0005291177024670954,29.343428571428426,2713.214285714286,False,False,True,False,False,2834.947142857143
2022-03-22,2969.64,564868.9839,0.027173850653313385,0.03151818822054125,59.33675226230912,18.056430240386877,393.6700000000001,166.42000000000007,162.8199999999997,-3.600000000000364,0.5239397449076627,0.0005439514396677264,32.14534065934052,2741.3335714285713,False,False,True,False,False,2885.2200000000003
2022-03-23,3036.0,453962.7298,0.022100126186770305,0.028794632266953828,61.75304951157512,17.758188592485798,309.02,124.54999999999973,75.55999999999995,-48.98999999999978,0.4999971908710764,0.0006018543796233151,40.09118681318671,2763.406428571429,False,False,True,False,False,2922.675714285714
2022-03-24,3110.76,577171.5239,0.02432620979389752,0.02469254991490609,64.32498494021378,18.052473597753778,504.0600000000004,130.0,93.12000000000035,-36.879999999999654,0.5166421200782663,0.0004827984199448561,44.84942857142849,2799.410714285714,False,False,True,False,False,2965.367142857143
2022-03-25,3102.14,489099.5572,-0.0027748734185679743,0.02341008503633628,63.79231977131662,18.722178296758525,545.2799999999997,117.2800000000002,82.5300000000002,-34.75,0.5026009289235582,0.0004867744706610428,45.50265934065923,2838.3592857142858,False,False,False,False,True,2988.684285714286
2022-03-26,3145.0,207134.847,0.013721694243691004,0.02326246865338072,65.3296338971161,19.344046945834357,576.1999999999998,68.29999999999973,51.06999999999971,-17.230000000000018,0.5002161280184241,0.0006234444535073824,45.37725274725263,2879.5164285714286,False,False,False,False,True,3016.4214285714284
2022-03-27,3295.65,335467.4145,0.046789526935948046,0.022364906800236676,70.13023266270406,20.740652473320658,780.0,173.3499999999999,154.35999999999967,-18.990000000000236,0.5407826937569289,0.0006022166652792256,45.27118681318671,2935.2307142857144,False,False,False,False,True,3078.46
2022-03-28,3332.92,527237.1133,0.01124537954894856,0.022279025086997303,71.19293334430321,22.618065791836454,743.5100000000002,156.13999999999987,135.5,-20.639999999999873,0.5137473412554492,0.0005457142847700957,45.23305494505487,2988.3385714285714,False,False,False,True,False,3141.73
2022-03-29,3400.51,465899.8226,0.02007662373594018,0.022187317308909608,73.06452659063768,24.55910568342231,782.7800000000002,152.19000000000005,148.96000000000004,-3.230000000000018,0.49630731822432533,0.0005561682773912333,44.79151648351632,3044.2514285714287,False,False,False,True,False,3203.282857142857
2022-03-30,3385.79,356082.5231,-0.00433815866831539,0.019834247392217817,71.96789369058047,26.36149986846632,611.98,115.05999999999995,46.38999999999987,-68.67000000000007,0.5109745923531048,0.0005594560060214318,45.634109890109855,3087.964285714286,False,False,False,True,False,3253.252857142857
2022-03-31,3281.51,455091.2395,-0.031283579391062265,0.023274375493329846,64.57373908998963,27.20399951856313,469.59000000000015,183.48000000000002,59.029999999999745,-124.45000000000027,0.47603524597476765,0.000504941011262416,42.06362637362628,3121.5064285714284,False,False,False,False,True,3277.6457142857143
2022-04-01,3455.21,532169.2392,0.051579554534772795,0.02415307038215802,70.08683534882361,27.426552260362435,516.29,270.6100000000001,199.77999999999975,-70.83000000000038,0.5050353309597905,0.0004960394310247839,45.57868131868116,3158.384285714286,False,False,False,False,True,3328.0842857142857
2022-04-02,3443.77,499893.29,-0.003316435323907816,0.02440810368642204,69.3216789394821,27.92102391533598,492.92999999999984,99.05999999999995,77.0,-22.059999999999945,0.49079558365219056,0.0004388783101423081,46.89043956043946,3193.593571428571,False,False,False,False,True,3370.7657142857142
2022-04-03,3521.91,381581.7683,0.02243665456009444,0.021346238059968842,71.60218271817932,28.640961277065422,660.5299999999997,168.23000000000002,136.57000000000016,-31.659999999999854,0.5086382739990712,0.00046435238879797105,45.318813186813024,3240.7742857142853,False,False,False,False,True,3403.088571428572
2022-04-04,3519.5,449984.1586,-0.0006845220187730097,0.02171960996086702,71.42582973068815,29.23474984358783,629.4699999999998,141.0300000000002,25.09999999999991,-115.93000000000029,0.5056499328765685,0.0005180487106658081,41.71940659340648,3285.7364285714284,False,False,False,False,True,3429.742857142857
2022-04-05,3406.99,397782.7437,-0.032489730525075915,0.024612509816008852,63.555894460319465,29.833522203233226,437.3499999999999,155.0,35.5,-119.5,0.48078521339887914,0.0004873862796876481,34.76303296703283,3316.9757142857147,False,False,False,False,True,3430.6685714285713
2022-04-06,3168.51,736273.1047,-0.07256775769697918,0.032664545751196254,50.783225189755875,27.913755941096706,132.51000000000022,245.11000000000013,0.5,-244.61000000000013,0.4729074282886724,0.00045569017293718993,21.25821978021969,3326.440714285714,False,False,False,False,True,3399.628571428572
2022-04-07,3227.19,458179.3272,0.01835034370763697,0.032403149589987634,53.271674919448074,25.973070675615958,116.42999999999984,125.82999999999993,100.46000000000004,-25.36999999999989,0.50903034878905,0.00048037997514613963,11.312131868131672,3334.7571428571428,False,False,True,False,False,3391.8685714285716
2022-04-08,3192.39,502422.5048,-0.010841936976364482,0.03257781055075573,51.60525863082669,24.53537848851304,90.25,140.5,86.82000000000016,-53.679999999999836,0.4992386385636924,0.0004959026596767428,-0.42419780219786163,3341.203571428571,False,False,True,False,False,3354.3228571428567
2022-04-09,3258.57,212444.2566,0.020518596261411837,0.03281493688000712,54.518989643930055,23.2003786004889,113.57000000000016,87.11999999999989,76.01000000000022,-11.109999999999673,0.5282009337129415,0.000564857763647622,-9.253406593406718,3349.315714285714,False,False,True,False,False,3327.865714285714
