Open time,Volume,Return,Risk,RSI,ADX,MOM,HL,HO,LO,buy_pressure_ratio,trades_per_volume,slope,MA_7,MA_14,F_G_Extreme Fear,F_G_Extreme Greed,F_G_Fear,F_G_Greed,F_G_Neutral,Close
2022-01-01,297504077.0,0.016885408459692122,0.033048292618441846,44.190785108725706,20.67045257374769,0.0008999999999999841,0.0040000000000000036,0.0033999999999999864,-0.0006000000000000172,0.5328114635513665,0.0015283084481276295,3.956043956037428e-06,0.1763142857142857,0.17688571428571429,True,False,False,False,False,0.1732
2022-01-02,312955886.0,0.00747774551414705,0.03270538269528166,45.171335263741526,20.22968360681453,0.005099999999999993,0.0058,0.0032000000000000084,-0.002599999999999991,0.5219535923625879,0.0019116751193704005,-0.0003109890109890204,0.17412857142857144,0.17725,False,False,True,False,False,0.1745
2022-01-03,460985351.0,-0.024363153973839164,0.033223224867982855,42.56908626915428,20.0800753657906,0.0032000000000000084,0.007099999999999995,0.0,-0.007099999999999995,0.5135846810152574,0.0017678084667563383,-0.0008441758241758327,0.17161428571428572,0.17747857142857143,False,False,True,False,False,0.1703
2022-01-04,496439208.0,-0.011219485860416297,0.03285547793020588,41.40697316145554,20.01787076329905,-0.0022999999999999965,0.006099999999999994,0.0022999999999999965,-0.003799999999999998,0.5206114993178765,0.001510377228018791,-0.0013270329670329786,0.1708285714285714,0.17731428571428573,True,False,False,False,False,0.1684
2022-01-05,1084632258.0,-0.05743789958799479,0.03579615202869529,36.1490958627149,21.302001046058596,-0.013999999999999985,0.023800000000000016,0.0025000000000000022,-0.021300000000000013,0.48037751827549613,0.0017541063995688917,-0.001992527472527481,0.16954285714285716,0.1763142857142857,True,False,False,False,False,0.159
2022-01-06,705767171.0,0.00564441761967691,0.029328502045259466,36.97428608818034,22.49440773719246,-0.02510000000000001,0.008199999999999985,0.0030000000000000027,-0.005199999999999982,0.4695248252285551,0.0014656156233319284,-0.0021751648351648494,0.16794285714285714,0.17452142857142855,True,False,False,False,False,0.1599
2022-01-07,1079690606.0,-0.031123502920661825,0.029384812780015895,34.369910148680376,23.890863738882313,-0.031200000000000006,0.011499999999999982,0.0003999999999999837,-0.011099999999999999,0.4861135399900068,0.001436616141946584,-0.002347912087912098,0.16575714285714288,0.17229285714285716,True,False,False,False,False,0.155
2022-01-08,582238373.0,-0.02680775114544333,0.02748298723820663,32.318610890085964,25.397605037480805,-0.03989999999999999,0.012800000000000006,0.0028000000000000247,-0.009999999999999981,0.4783027679608098,0.0016408991918230545,-0.0023490109890109945,0.16257142857142856,0.16944285714285717,True,False,False,False,False,0.1509
2022-01-09,381170543.0,-0.0026542815848728286,0.027575348745772072,32.117215590040885,26.796721957607968,-0.0393,0.005299999999999999,0.0030000000000000027,-0.0022999999999999965,0.5037409514934659,0.001595770924023787,-0.0022191208791208813,0.1591428571428571,0.16663571428571428,True,False,False,False,False,0.1505
2022-01-10,845047878.0,-0.050419397626525086,0.028919130280869315,28.570176456726543,28.702998679939487,-0.044800000000000006,0.015399999999999997,0.001700000000000007,-0.01369999999999999,0.48707024050557446,0.0016007356880245241,-0.0021905494505494684,0.15525714285714284,0.16343571428571427,True,False,False,False,False,0.1431
2022-01-11,1691718365.0,0.07210937050913832,0.03316363293766107,39.0517415297879,28.580341176640157,-0.020100000000000007,0.025300000000000017,0.02400000000000002,-0.0012999999999999956,0.5050685621960769,0.0015858080221223558,-0.0021208791208791257,0.15317142857142857,0.162,True,False,False,False,False,0.1538
2022-01-12,911010585.0,0.056869396496896325,0.03652974347341992,46.20249938671622,28.466444923576493,-0.00520000000000001,0.012499999999999983,0.009800000000000003,-0.00269999999999998,0.5058959778562856,0.001512508666076317,-0.001900219780219788,0.1537142857142857,0.16162857142857143,True,False,False,False,False,0.1628
2022-01-13,2116971492.0,0.05322631433498979,0.03914072577781327,52.177711257275405,26.873137581432484,0.0005999999999999894,0.01680000000000001,0.015399999999999997,-0.0014000000000000123,0.504516486078489,0.001700297331587537,-0.001300219780219787,0.1554,0.16167142857142855,True,False,False,False,False,0.1717
2022-01-14,5406672589.0,0.06482968433660016,0.04271275592674311,58.57947096405374,26.856148661386708,0.012899999999999995,0.044499999999999984,0.04319999999999999,-0.0012999999999999956,0.49799813044236446,0.0015623920376213166,-0.00040065934065935076,0.15942857142857142,0.16259285714285712,True,False,False,False,False,0.1832
2022-01-15,1633943311.0,0.007071011240552042,0.042586842987064034,59.24366403446445,26.840373235629922,0.011300000000000004,0.013300000000000006,0.0116,-0.001700000000000007,0.49686149173207345,0.0014072762030182227,0.0005749450549450419,0.16422857142857142,0.16340000000000002,True,False,False,False,False,0.1845
2022-01-16,1069094552.0,-0.043762175310722226,0.04447265744125066,53.61701586242501,26.162874656578396,0.0021000000000000185,0.011300000000000004,0.00020000000000000573,-0.011099999999999999,0.4925250811709007,0.001545029026197993,0.001318021978021967,0.16795714285714286,0.16355,True,False,False,False,False,0.1766
2022-01-17,1091483397.0,-0.03339400681539018,0.044929713048798454,49.872027602529464,24.941733391089013,0.0005000000000000004,0.012800000000000006,0.001799999999999996,-0.01100000000000001,0.49173933246886736,0.001584052746611656,0.0017476923076923028,0.17191428571428571,0.16358571428571428,True,False,False,False,False,0.1708
2022-01-18,945110452.0,-0.03394193042838726,0.045776752147672475,46.43911091661739,23.515354160373057,-0.0032999999999999974,0.012700000000000017,0.003500000000000003,-0.009200000000000014,0.5036096177701922,0.0016610376342350197,0.0019496703296703168,0.17352857142857145,0.16334999999999997,True,False,False,False,False,0.1651
2022-01-19,867134554.0,-0.022046208263371028,0.04335822007202817,44.36213707815966,21.99167817142864,0.0025000000000000022,0.010699999999999987,0.004500000000000004,-0.006199999999999983,0.5029618232859119,0.0016070698842605906,0.0017534065934065905,0.17334285714285716,0.16352857142857144,True,False,False,False,False,0.1615
2022-01-20,763530515.0,-0.03914641250806987,0.04463205526786174,40.96412668876221,20.652934064732595,-0.004599999999999993,0.01570000000000002,0.007700000000000012,-0.008000000000000007,0.4802092289240359,0.001690781376846136,0.0013986813186813104,0.171,0.1632,True,False,False,False,False,0.1553
2022-01-21,1503858051.0,-0.09023614598864435,0.05005693856602615,34.76594777033398,20.300815801028307,-0.0131,0.017699999999999994,0.0022999999999999965,-0.015399999999999997,0.46829009935017063,0.0016207220882811905,0.0005197802197802148,0.1651,0.16226428571428572,True,False,False,False,False,0.1419
2022-01-22,2241546261.6,-0.06327082605970813,0.05211205904939721,31.43981537159928,20.984168823557503,-0.017699999999999994,0.025300000000000017,0.003300000000000025,-0.021999999999999992,0.49408830053654057,0.0015709212985004816,-0.0006852747252747304,0.1577714285714286,0.161,True,False,False,False,False,0.1332
2022-01-23,1196841624.0,0.0625658559917383,0.055518352015035806,37.77705201009429,21.618710915906043,-0.008699999999999986,0.012699999999999989,0.011399999999999993,-0.0012999999999999956,0.5058466712430176,0.0015966271759768674,-0.0015800000000000065,0.15280000000000002,0.16037857142857145,True,False,False,False,False,0.1418
