Open time,Volume,Return,Risk,RSI,ADX,MOM,HL,HO,LO,buy_pressure_ratio,trades_per_volume,slope,MA_7,MA_14,F_G_Extreme Fear,F_G_Extreme Greed,F_G_Fear,F_G_Greed,F_G_Neutral,Close
2022-01-01,634599.39,0.05198133341533155,0.04075195917594464,46.954810290433805,18.00299572149724,-3.719999999999999,9.269999999999982,9.189999999999998,-0.07999999999998408,0.5172690586032859,0.0016258321705641843,-0.4738681318681378,180.42857142857142,182.025,True,False,False,False,False,179.06
2022-01-02,620087.38,-0.015250288523948935,0.04073964031941472,45.50471902985937,17.743546767821876,-3.5800000000000125,5.219999999999999,0.46999999999999886,-4.75,0.5049271836027909,0.0016095069802903306,-0.70507692307693,177.36285714285714,181.76928571428576,False,False,True,False,False,176.35
2022-01-03,1031316.43,-0.035790255735146194,0.04084702142785287,42.287130239473136,18.082047060633265,-3.75,9.900000000000006,0.15000000000000568,-9.75,0.5209392166707274,0.0014112531216483666,-1.2964835164835293,173.71714285714285,181.50142857142856,False,False,True,False,False,170.15
2022-01-04,1041332.63,-0.01438447864435282,0.03975302625733651,41.06164053425678,18.405135316333023,-11.909999999999997,7.460000000000008,3.7900000000000205,-3.6699999999999875,0.48731602216123354,0.0014991994136311416,-1.7519340659340674,172.3457142857143,180.6507142857143,True,False,False,False,False,167.72
2022-01-05,1659848.17,-0.08197238450448127,0.04478779017552123,35.10943832521774,20.001074616142542,-23.879999999999995,26.400000000000006,3.579999999999984,-22.82000000000002,0.4682540477621811,0.001723463034329412,-2.5727252747252787,170.0442857142857,178.945,True,False,False,False,False,154.52
2022-01-06,1575071.3,-0.027956410857066114,0.03962042195630808,33.425450303677096,21.483018251679955,-39.77000000000001,8.820000000000022,0.3200000000000216,-8.5,0.49724940352514985,0.0016956646914508737,-3.0268571428571467,166.8642857142857,176.1042857142857,True,False,False,False,False,150.26
2022-01-07,2719397.3,-0.09640887978666712,0.04447862128223523,28.631174229744516,23.451485212135886,-53.910000000000025,17.639999999999986,0.4399999999999977,-17.19999999999999,0.4988854697903738,0.0016417218706089275,-3.6898681318681343,162.07285714285715,172.25357142857143,True,False,False,False,False,136.45
2022-01-08,2695415.51,0.04085424024440156,0.046736938871069056,32.90150783513546,25.282746710863183,-50.96000000000001,15.110000000000014,11.680000000000007,-3.430000000000007,0.49458980157770577,0.0015666272945902009,-3.863010989011001,156.79857142857142,168.61357142857145,True,False,False,False,False,142.14
2022-01-09,1435153.15,-0.009330008307761924,0.04502965754016803,32.41692127244636,26.983203816824243,-56.99000000000001,7.8799999999999955,3.6100000000000136,-4.269999999999982,0.4936537202043117,0.0015418143204752395,-3.694593406593414,151.72285714285712,164.54285714285717,True,False,False,False,False,140.82
2022-01-10,1894512.51,-0.035857535327831105,0.044952872323792956,30.593539061827556,28.910752568985764,-59.809999999999974,13.860000000000014,3.0400000000000205,-10.819999999999993,0.4970731739542039,0.0016290710985484161,-3.4879340659340707,146.8242857142857,160.2707142857143,True,False,False,False,False,135.86
2022-01-11,1328579.57,0.031445030837333694,0.042177926108499124,34.087105961466875,30.700619267421462,-37.120000000000005,9.919999999999987,7.659999999999997,-2.259999999999991,0.49288872440730336,0.0016010206354978992,-3.499318681318688,142.89285714285714,157.61928571428572,True,False,False,False,False,140.2
2022-01-12,1946788.76,0.07758165477125442,0.04851526130914797,42.24562960697503,31.00858712763321,-19.120000000000005,15.169999999999987,13.199999999999989,-1.9699999999999989,0.5211726458489708,0.0015927034091932663,-3.244945054945066,142.46285714285713,156.25357142857143,True,False,False,False,False,151.51
2022-01-13,1984121.59,-0.03608656300867235,0.04869150738559484,39.73103794632319,30.756218606697285,-26.380000000000024,12.390000000000015,6.300000000000011,-6.090000000000003,0.5060481313016506,0.0015699534545354772,-2.997648351648359,141.87428571428572,154.36928571428572,True,False,False,False,False,146.14
