Open time,Close,Volume,F&G category,Return,Risk,RSI,ADX,MOM,HL,HO,LO,buy_pressure_ratio,trades_per_volume,slope,MA_7,MA_14,pred
2022-01-01,0.8507,136976730.0,Extreme Fear,0.024995350311598986,0.046473318567759984,45.30731534343011,22.522719758157592,0.024499999999999966,0.026000000000000023,0.025900000000000034,-9.999999999998899e-05,0.5117713160932065,0.0015430864761551673,-0.006479340659340705,0.8620714285714286,0.8914642857142857,
2022-01-02,0.8586,129688032.0,Fear,0.009243615808621685,0.04645569065666619,46.41548957889374,22.134504426246284,0.023600000000000065,0.02949999999999997,0.015900000000000025,-0.013599999999999945,0.5089314867731451,0.0016046712552196735,-0.009279780219780232,0.8533000000000001,0.8931500000000001,
2022-01-03,0.8324,178618617.0,Fear,-0.030990061270980866,0.04482537729052786,43.28323264445574,22.058969876406213,-0.0474,0.03739999999999999,9.999999999998899e-05,-0.0373,0.5024069415848285,0.0015511741056737772,-0.011455604395604415,0.8398000000000001,0.8897642857142858,
2022-01-04,0.8228,214415744.0,Extreme Fear,-0.011599936740677292,0.03892622206573352,42.160554210961685,22.666112151941466,-0.12390000000000001,0.06620000000000004,0.01319999999999999,-0.05300000000000005,0.486052810409688,0.0015249200643915226,-0.011491868131868166,0.8357,0.8809142857142858,
2022-01-05,0.7726,370612510.0,Extreme Fear,-0.0629517075466212,0.0409921543808101,36.78715550213724,24.113538184957683,-0.18110000000000004,0.128,0.014500000000000068,-0.11349999999999993,0.46813169379142766,0.0016363621803266717,-0.012187032967032989,0.829342857142857,0.8679785714285714,
2022-01-06,0.7791,307202277.0,Extreme Fear,0.008377957104631538,0.03834971717280858,37.89095933939115,25.457576644187025,-0.21499999999999997,0.053200000000000025,0.018400000000000083,-0.03479999999999994,0.49181814460117657,0.0017711836771749532,-0.010568571428571445,0.8208428571428572,0.8526214285714285,
2022-01-07,0.7634,372926762.0,Extreme Fear,-0.020357267025683107,0.0328224492799888,36.24468621106673,26.81080667980615,-0.1481,0.052100000000000035,0.0018000000000000238,-0.05030000000000001,0.47492358740203633,0.0018160238912686814,-0.011176703296703344,0.8113714285714286,0.8420428571428572,
2022-01-08,0.7452,253028571.0,Extreme Fear,-0.024129501583695995,0.03194557770922567,34.37990705754238,28.145515571981957,-0.18000000000000005,0.05460000000000009,0.013400000000000079,-0.041200000000000014,0.48320545415834754,0.0018258946642139508,-0.011202197802197833,0.7962999999999999,0.8291857142857142,
2022-01-09,0.753,151521399.0,Extreme Fear,0.010412589072460232,0.03260610725690237,35.901980369846314,29.384888114716635,-0.16700000000000004,0.02860000000000007,0.021500000000000075,-0.007099999999999995,0.4884900237796758,0.001857212515573248,-0.01038505494505497,0.7812142857142856,0.8172571428571428,
2022-01-10,0.7399,313080154.0,Extreme Fear,-0.01755018586838833,0.032000589244134375,34.456439085761545,31.029764175792042,-0.18699999999999994,0.06220000000000003,0.005900000000000016,-0.05630000000000002,0.49558150238321513,0.0015733800707303704,-0.008980659340659362,0.7679999999999999,0.8039,
2022-01-11,0.7703,254065075.0,Extreme Fear,0.040265007427414866,0.0286143709039691,40.44869494916263,31.949771413024028,-0.08120000000000005,0.04620000000000002,0.036900000000000044,-0.009299999999999975,0.516723256258058,0.0014985282656041926,-0.0083714285714286,0.7605000000000001,0.7981,
2022-01-12,0.7987,295701910.0,Extreme Fear,0.03620535656442304,0.02900237863287193,45.46480045849372,31.608809579330902,-0.018400000000000083,0.05899999999999994,0.04579999999999995,-0.01319999999999999,0.5173143455854908,0.0014287443737845678,-0.007727912087912129,0.7642285714285714,0.7967857142857142,
2022-01-13,0.768,227833834.0,Extreme Fear,-0.039195672775671056,0.029458111918090616,41.40475992668114,31.292202162330142,-0.0706,0.04200000000000004,0.0038000000000000256,-0.03820000000000001,0.4841352833229066,0.0013867937485079179,-0.007171868131868155,0.7626428571428571,0.7917428571428572,
2022-01-14,0.7732,221104212.0,Extreme Fear,0.006748014186503724,0.029625865984106076,42.34394175095901,31.15610869380807,-0.056499999999999995,0.04870000000000008,0.032299999999999995,-0.01640000000000008,0.500640058649965,0.001419318945206063,-0.0064503296703297035,0.7640428571428571,0.7877071428571428,
2022-01-15,0.7791,138443019.0,Extreme Fear,0.007601660002636547,0.02861704415441496,43.45143798536367,31.02973618732329,-0.0716,0.02200000000000002,0.016700000000000048,-0.005299999999999971,0.4806727782292083,0.001476668599011774,-0.004619560439560475,0.7688857142857143,0.7825928571428572,
2022-01-16,0.7784,125068081.0,Extreme Fear,-0.0008988764650171609,0.028320668712869923,43.34505612231328,30.912390288444566,-0.08020000000000005,0.020399999999999974,0.009299999999999975,-0.011099999999999999,0.48990536021438047,0.0016159292600341835,-0.0022336263736264083,0.7725142857142856,0.7768642857142857,
2022-01-17,0.7617,181653025.0,Extreme Fear,-0.021687753493052776,0.027819324985055672,40.77990607606095,31.158921894894622,-0.07069999999999999,0.03069999999999995,0.0020000000000000018,-0.028699999999999948,0.48397524441103257,0.0014815513965638536,-0.0008360439560439551,0.7756285714285714,0.7718142857142857,
2022-01-18,0.7509,188367099.0,Extreme Fear,-0.014280290272904237,0.027867489942235275,39.165656851265275,31.656928270994893,-0.07189999999999996,0.033399999999999985,0.006999999999999895,-0.02640000000000009,0.4914249296950043,0.0014854190987137123,0.00024725274725273365,0.7728571428571429,0.7666785714285714,
