Open time,Close,Volume,F&G category,Return,Risk,RSI,ADX,MOM,HL,HO,LO,buy_pressure_ratio,trades_per_volume,slope,MA_7,MA_14,SPLIT
2022-01-15,147.64,865014.75,Extreme Fear,0.010006550260596473,0.04583333352472125,36.65337759088734,0.0,-31.420000000000016,5.590000000000003,3.3100000000000023,-2.280000000000001,0.48825079982446135,0.001622511582650002,-1.9905274725274837,144.04857142857142,150.42357142857142,train
2022-01-16,147.98,964270.14,Extreme Fear,0.0023002513356070436,0.04602967232774783,37.144767028583175,0.0,-28.370000000000005,5.8700000000000045,4.349999999999994,-1.5200000000000102,0.4937129758328191,0.0016526087523935742,-1.2056263736263804,145.07142857142858,148.39714285714285,train
2022-01-17,139.8,1297654.14,Extreme Fear,-0.05686429969769481,0.047179157195321265,30.928611798803672,0.0,-30.349999999999994,11.269999999999982,0.3100000000000023,-10.95999999999998,0.4775133360954376,0.0015348424469214079,-0.7341318681318756,145.63428571428568,146.2292857142857,train
2022-01-18,141.22,1254337.17,Extreme Fear,0.010106128288490895,0.047617141948812794,33.023993679089784,0.0,-26.5,8.380000000000024,2.960000000000008,-5.420000000000016,0.48827124866586785,0.0015259537547147853,-0.1687692307692321,145.78,144.33642857142857,train
2022-01-19,135.25,1175171.39,Extreme Fear,-0.04319404036160986,0.044261158758979006,29.03585470152612,0.0,-19.27000000000001,9.929999999999978,1.3799999999999955,-8.549999999999983,0.4935231696495039,0.001645962704390117,-0.09265934065934651,143.45714285714286,142.96,train
2022-01-20,127.54,1464593.98,Extreme Fear,-0.058694876839465344,0.04597556823871956,24.860319678035523,0.0,-22.719999999999985,17.820000000000007,8.600000000000023,-9.219999999999985,0.5000477909204848,0.0017210415195661377,-0.29257142857143587,140.8,141.33714285714285,train
2022-01-21,112.27,4523020.69,Extreme Fear,-0.12752335641643756,0.05087577846829038,19.02492934843427,0.0,-24.179999999999993,22.61999999999999,1.1899999999999835,-21.430000000000007,0.4831605439580198,0.001726943528788477,-1.2841758241758343,135.95714285714286,139.60999999999999,train
2022-01-22,94.54,6455608.98,Extreme Fear,-0.17188365910559766,0.06346585796632495,14.708028705378382,0.0,-47.59999999999998,27.159999999999997,2.6500000000000057,-24.50999999999999,0.4864568847264464,0.0015782395816877706,-2.4884835164835173,128.37142857142857,136.21,train
2022-01-23,99.78,3561751.04,Extreme Fear,0.05394473706780099,0.06713133785213916,20.452903495213576,0.0,-41.03999999999999,11.569999999999993,10.25,-1.3199999999999932,0.509984695183775,0.001683667524432767,-3.3773626373626433,121.48571428571428,133.2785714285714,train
2022-01-24,91.93,6990036.71,Extreme Fear,-0.08194034455722803,0.06883355345973131,18.448202833915403,0.0,-43.93000000000001,19.0,0.09000000000000341,-18.909999999999997,0.48715842850624413,0.0016463908407215028,-4.473648351648354,114.64714285714285,130.1407142857143,train
2022-01-25,94.67,3482711.32,Extreme Fear,0.02936974226513644,0.06869802307196933,21.34608355995192,0.0,-45.52999999999999,12.540000000000006,8.010000000000005,-4.530000000000001,0.5013340901709017,0.0017486090243417265,-5.155472527472528,107.99714285714286,126.88857142857144,train
2022-01-26,92.12,4501340.69,Extreme Fear,-0.027305085188315377,0.06165009988007185,20.612006680326672,0.0,-59.389999999999986,15.240000000000009,9.780000000000001,-5.460000000000008,0.5010822654974916,0.0016412596752945303,-5.337164835164843,101.83571428571429,122.64642857142857,train
2022-01-27,89.51,3530017.76,Extreme Fear,-0.02874172406963683,0.061676336705342366,19.85922231849605,0.0,-56.62999999999998,8.89,2.489999999999995,-6.400000000000006,0.5200052082213802,0.0016955090792281633,-5.509406593406601,96.40285714285713,118.60142857142856,train
2022-01-28,91.34,2647317.17,Extreme Fear,0.020238456874005228,0.0627788802310618,22.00994688540125,68.41944539828323,-54.829999999999984,6.340000000000003,4.039999999999992,-2.3000000000000114,0.5148442436156466,0.00161830220118235,-5.379450549450554,93.41285714285713,114.68500000000002,train
2022-01-29,96.13,2050891.76,Extreme Fear,0.051112634320871805,0.0658600871703614,27.494852879517666,67.85412023530054,-51.50999999999999,8.430000000000007,7.5800000000000125,-0.8499999999999943,0.5252247873184364,0.0016987038534922306,-4.823164835164843,93.64,111.00571428571428,train
2022-01-30,93.29,1258037.51,Fear,-0.02998852110485504,0.06517935429837661,26.313248870556023,67.32917544110232,-54.68999999999998,6.219999999999999,1.4499999999999886,-4.77000000000001,0.4908906060986943,0.0018610328261022934,-4.110395604395609,92.71285714285715,107.0992857142857,train
2022-01-31,99.49,2414101.55,Extreme Fear,0.06434421562839865,0.06965547979940014,33.0751101016624,66.22018135840793,-40.31000000000002,12.219999999999999,8.14,-4.079999999999998,0.5205565004952978,0.0016308404207740236,-3.2497582417582462,93.79285714285713,104.22,train
2022-02-01,110.02,4190507.65,Fear,0.10060503084604372,0.07691475043107998,42.69349462922827,63.47167485926418,-31.200000000000003,14.64,14.159999999999997,-0.480000000000004,0.5203446404222232,0.0016222535416853753,-1.8642637362637413,95.9857142857143,101.99142857142856,train
